work_id,artist_id,artist_name,work_name
wrk_9916088daac7,art_8b0eaa82feb2,Bootsy Collins,Thera-P (feat. Tyshawn Colquitt)
wrk_f106cde93f41,art_8b0eaa82feb2,Bootsy Collins,Toxic Waste
wrk_425af435031b,art_8b0eaa82feb2,Bootsy Collins,Ubiquitous
wrk_998d57984045,art_8b0eaa82feb2,Bootsy Collins,Very Yes
wrk_c0df4647dc79,art_8b0eaa82feb2,Bootsy Collins,Wantme2stay (feat. Branford Marsalis & Larry Graham)
wrk_cc23de4e6299,art_8b0eaa82feb2,Bootsy Collins,What's Bootsy Doin'?
wrk_c51b877f4dc4,art_8b0eaa82feb2,Bootsy Collins,Wind Me Up
wrk_b691dd926051,art_8b0eaa82feb2,Bootsy Collins,Wishing Well (feat. Ellis Hall)
wrk_fb3b1dd06f08,art_8b0eaa82feb2,Bootsy Collins,World Wide Funk
wrk_6858547f0490,art_8b0eaa82feb2,Bootsy Collins,World Wide Funk (feat. Doug E. Fresh & Buckethead)
wrk_88d90456293f,art_8b0eaa82feb2,Bootsy Collins,Worth My While
wrk_b4a662be625d,art_8b0eaa82feb2,Bootsy Collins,Worth My While (feat. Kali Uchis)
wrk_acf65aade9c4,art_8b0eaa82feb2,Bootsy Collins,Yo-Moma-Loves Ya
wrk_6d0e3dd9fa21,art_8b0eaa82feb2,Bootsy Collins,Yo-Moma-Loves-Ya
wrk_a9b517379a5d,art_8b0eaa82feb2,Bootsy Collins,"Yummy, I Got the Munchies (feat. Musiq Soulchild, Razzberry Hershey and Tom Joyner)"
wrk_2df147bb4fb4,art_5b47ab2d302b,Bootsy Collins & Bernie Worrell,You Got Me Wide Open
wrk_b4a8781f6533,art_ac9f54863349,Bootsy Collins & Bootsy's New Rubber Band,
wrk_c476d9f0c847,art_c66a42576b2e,Bootsy Collins / Bootsy's New Rubber Band,Keepin' Dah Funk Alive 4-1995
wrk_1bcbc2bddceb,art_d827cfc7bae0,Bootsy Collins And The New Rubber Band,Live In Concert 1998
wrk_fb8c503fc402,art_20c161c7ada5,"Bootsy Collins, Bernie Worrell",When Bernie Speaks
wrk_0dd1f003c80f,art_f7913c04f0a6,"Bootsy Collins, BlvckSeeds, Dru Down, Mr. Talkbox","Pusherman (feat. Dru Down, BlvckSeeds & Mr. Talkbox)"
wrk_6bd11e9c63c9,art_b8039a892d8b,"Bootsy Collins, Bootsy Collins’ New Rubber Band, Brandon ""TAZ"" Niederauer",Funk Alert! New & Unreleased: The Power of the One
wrk_7ce3bf45df88,art_66a8489a1cdb,"Bootsy Collins, Branford Marsalis, Danielle René Withers, Victor Wooten",Club Funkateers
wrk_1db1046e2ba7,art_29e960488097,"Bootsy Collins, Christian McBride, Brother Nature",Funkship Area-51
wrk_5369f1cc8e0a,art_65471f2b4510,"Bootsy Collins, Ellis Hall",Slide Eazy
wrk_858c85013d9f,art_65471f2b4510,"Bootsy Collins, Ellis Hall",Wishing Well
wrk_58c009f2e008,art_518155b47ad7,"Bootsy Collins, Ellis Hall, Cornell West, EmiSunshine, Victor Wooten",Stargate
wrk_14e9118e79ac,art_aaae55b61d6d,"Bootsy Collins, Emmaline",Lips Turn Blue
wrk_1710b0ed08d4,art_31bd0fb9e6b9,"Bootsy Collins, Frankie ""Kash"" Waddy, Christian McBride, Emmaline",Bootsy Off Broadway
wrk_e5afa8d8b803,art_f740d341d0d2,"Bootsy Collins, Gary Chandler, Jason Wilson, Pretty-Fatt",1st One 2 The Eggs Win (The Human Race)
wrk_38dbad2a7482,art_ef31e7422d3e,"Bootsy Collins, George Benson, The Williams Singers",The Power of the One
wrk_99ead3463441,art_55bf6f929626,"Bootsy Collins, Hollywood Anderson",Soul Not 4 Sale
wrk_1ee08014c135,art_0811ba5bbfe5,"Bootsy Collins, Johnny Davis, Brother Nature",Funktropolis
wrk_0a20c5e34172,art_3046ead20529,"Bootsy Collins, Robert ""Bewise"" Harding",Bewise
wrk_9d57684bfe9f,art_42d23e8068c4,"Bootsy Collins, Rod Castro, Henry Invisible, Brother Nature",Stolen Dreams
wrk_9fc241d50d4a,art_9abeede9b111,"Bootsy Collins, Uché, Branford Marsalis",WantMe2Stay
wrk_b178cbbf8ae4,art_1534e0b818ca,Bootsy Phelps And Gary,Together In Heaven pt. 1 / Together In Heaven pt. 2
wrk_b1cccdfcd942,art_2cf0568f6e52,Bootsy Phelps And The Complete Strangers,Fun In Your Thang pt. 1 / Fun In Your Thang pt. 2
wrk_7b8fa00c9544,art_3f5d89ded040,Bootsy's New Rubber Band,A Sacred Place
wrk_e958c24c98ad,art_3f5d89ded040,Bootsy's New Rubber Band,Back N The Day
wrk_77fe3c979fa0,art_3f5d89ded040,Bootsy's New Rubber Band,Back-N-The Day
wrk_865d1b41ef0c,art_3f5d89ded040,Bootsy's New Rubber Band,Bad Girls
wrk_b9565dc41f3f,art_3f5d89ded040,Bootsy's New Rubber Band,Blasters
wrk_a4a768b7a059,art_3f5d89ded040,Bootsy's New Rubber Band,Blasters of the Universe
wrk_8cfa33ab9b0b,art_3f5d89ded040,Bootsy's New Rubber Band,Female Trouble's (The National Anthem)
wrk_a55bb4a6dd72,art_3f5d89ded040,Bootsy's New Rubber Band,Funk Express Card
wrk_e21dece873fb,art_3f5d89ded040,Bootsy's New Rubber Band,Funk Me Dirty
wrk_70a2f5d5890d,art_3f5d89ded040,Bootsy's New Rubber Band,Good Nite Eddie
wrk_7ceade33e35f,art_3f5d89ded040,Bootsy's New Rubber Band,Half Past Midnight
wrk_2cca60c78a6e,art_3f5d89ded040,Bootsy's New Rubber Band,It's a Silly Serious World
wrk_fc7a5edf6574,art_3f5d89ded040,Bootsy's New Rubber Band,J.R. (Just Right)
wrk_9f422275fefc,art_3f5d89ded040,Bootsy's New Rubber Band,Where R The Children
wrk_62e24dc4733e,art_3f5d89ded040,Bootsy's New Rubber Band,Wide Track
wrk_ff322ac1d83e,art_3dd806afc0e8,Bootsy's Rubber Band,
wrk_f25f8260b64c,art_3dd806afc0e8,Bootsy's Rubber Band,Ahh... The Name Is Bootsy Baby
wrk_c7d4da012fbc,art_3dd806afc0e8,Bootsy's Rubber Band,Ahh... The Name Is Bootsy Baby!
wrk_ccb6889ed9b3,art_3dd806afc0e8,Bootsy's Rubber Band,Another Point Of View
wrk_150ee5c3cdfe,art_3dd806afc0e8,Bootsy's Rubber Band,As In (I Love You)
wrk_83c6ae600369,art_3dd806afc0e8,Bootsy's Rubber Band,Bootsy
wrk_e8a67819603a,art_3dd806afc0e8,Bootsy's Rubber Band,Bootsy? (What's the Name of This Town)
wrk_ec7af0c5be28,art_3dd806afc0e8,Bootsy's Rubber Band,Bootsy? Player of the Year
wrk_efa218dd2cfa,art_3dd806afc0e8,Bootsy's Rubber Band,Bootzilla
wrk_639d2b51fa48,art_3dd806afc0e8,Bootsy's Rubber Band,Can't Stay Away
wrk_36faf6f18742,art_3dd806afc0e8,Bootsy's Rubber Band,Chug-A-Lug (The Bun Patrol)
wrk_038aaf0df7cc,art_3dd806afc0e8,Bootsy's Rubber Band,Disciples Of Funk (The Return Of The Funkateers)
wrk_f07e6950dad1,art_3dd806afc0e8,Bootsy's Rubber Band,Hollywood Squares
wrk_3bf79c2088c3,art_3dd806afc0e8,Bootsy's Rubber Band,I'd Rather Be With You
wrk_a1547e774c34,art_3dd806afc0e8,Bootsy's Rubber Band,Interzone
wrk_2e5c0f9ebd3d,art_3dd806afc0e8,Bootsy's Rubber Band,Jam Fan (Hot)
wrk_d9d67adbc622,art_3dd806afc0e8,Bootsy's Rubber Band,Jungle Bass
wrk_d84adcc5e09f,art_3dd806afc0e8,Bootsy's Rubber Band,Jungle Bass (Jungle One / Long Form)
wrk_7b3aa43041f2,art_3dd806afc0e8,Bootsy's Rubber Band,Love Vibes
wrk_79d8529ba4b7,art_3dd806afc0e8,Bootsy's Rubber Band,May the Force Be with You
wrk_ae0cb1d70c7c,art_3dd806afc0e8,Bootsy's Rubber Band,Munchies for Your Love
wrk_5061dd9b98f0,art_3dd806afc0e8,Bootsy's Rubber Band,Oh Boy Gorl
wrk_23a39b7ba435,art_3dd806afc0e8,Bootsy's Rubber Band,Physical Love
wrk_4a122e11eaaf,art_3dd806afc0e8,Bootsy's Rubber Band,Preview Side Too
wrk_d29371e3eebc,art_3dd806afc0e8,Bootsy's Rubber Band,Psychoticbumpschool
wrk_6f73c0ad121a,art_3dd806afc0e8,Bootsy's Rubber Band,Reprise
wrk_87746d547ca9,art_3dd806afc0e8,Bootsy's Rubber Band,Reprise: We Want Bootsy
wrk_87ba736a6bdd,art_3dd806afc0e8,Bootsy's Rubber Band,Roto-Rooter
wrk_2ba5a4fcd86f,art_3dd806afc0e8,Bootsy's Rubber Band,Rubber Duckie
wrk_f63053b81377,art_3dd806afc0e8,Bootsy's Rubber Band,Shejam (Almost Bootsy Show)
wrk_37cf1675d7b6,art_3dd806afc0e8,Bootsy's Rubber Band,Stretchin' Out (In A Rubber Band)
wrk_35c157d721c5,art_3dd806afc0e8,Bootsy's Rubber Band,Stretchin' Out in Bootsy's Rubber Band
wrk_bf410a279d7e,art_3dd806afc0e8,Bootsy's Rubber Band,The Pinocchio Theory
wrk_d356edb57839,art_3dd806afc0e8,Bootsy's Rubber Band,This Boot Is Made for Fonk-N
wrk_ea4385c8beae,art_3dd806afc0e8,Bootsy's Rubber Band,Under the Influence of a Groove
wrk_52c5ebd01caf,art_3dd806afc0e8,Bootsy's Rubber Band,Vanish In Our Sleep
wrk_ec9ca2fef6f2,art_3dd806afc0e8,Bootsy's Rubber Band,Very Yes
wrk_6508ae2803b1,art_3dd806afc0e8,Bootsy's Rubber Band,What's a Telephone Bill?
wrk_a20f6daf3a13,art_6cd37fdeaa99,Bootsy's Rubber Band and Bootsy Collins,
wrk_9ce4c83b50b8,art_aadac51a2f05,Brides Of Funkenstein,
wrk_24fb7a9a1b77,art_aadac51a2f05,Brides of Funkenstein,Amorous
wrk_5dbad4bce233,art_aadac51a2f05,Brides of Funkenstein,Birdie
wrk_6657c40ef876,art_aadac51a2f05,Brides of Funkenstein,Didn't Mean To Fall In Love
wrk_7be1f98a9151,art_aadac51a2f05,Brides of Funkenstein,Disco To Go
wrk_0c4def2d7ca8,art_aadac51a2f05,Brides of Funkenstein,Funk Or Walk
wrk_c425d594aa7f,art_aadac51a2f05,Brides of Funkenstein,I'm Holding You Responsible
wrk_29f6d65e9c75,art_aadac51a2f05,Brides of Funkenstein,Just Like You
wrk_6555bb9b1529,art_aadac51a2f05,Brides of Funkenstein,Mother May I?
wrk_708bd9d89f36,art_aadac51a2f05,Brides of Funkenstein,Nappy
wrk_106259591818,art_aadac51a2f05,Brides of Funkenstein,Never Buy Texas From A Cowboy
wrk_e871696784f6,art_aadac51a2f05,Brides of Funkenstein,Party Up In Here
wrk_e435c4a8cb95,art_aadac51a2f05,Brides of Funkenstein,Smoke Signals
wrk_aef51e3fe2dd,art_aadac51a2f05,Brides of Funkenstein,War Ship Touchante
wrk_4a599cf762a4,art_aadac51a2f05,Brides of Funkenstein,When You're Gone
wrk_01f0756efe1f,art_df6ce4502b8f,Brothers Nalbandyan,
wrk_112316306431,art_c5dd1252d4e8,Bruno Mars & Anderson .Paak,After Last Night
wrk_149430a2af72,art_0dfad6f40c26,Buckethead,
wrk_58799335969b,art_0dfad6f40c26,Buckethead,Jowls
wrk_75d1efa74079,art_0dfad6f40c26,Buckethead,Jump Man
wrk_0fc16e98d569,art_0dfad6f40c26,Buckethead,Monsters and Robots
wrk_c16b7e28b82f,art_0dfad6f40c26,Buckethead,Night Of The Slunk
wrk_43fa57b2703a,art_0dfad6f40c26,Buckethead,Nun Chuka Kata
wrk_a521fa5edb3a,art_0dfad6f40c26,Buckethead,Revenge Of The Double Man
wrk_ef5815c77964,art_0dfad6f40c26,Buckethead,Scapula
wrk_f1776198ee40,art_0dfad6f40c26,Buckethead,Sow Thistle
wrk_32274eb31a8a,art_0dfad6f40c26,Buckethead,Stick Pit
wrk_a8e0e805b85d,art_0dfad6f40c26,Buckethead,Stun Operator
wrk_218e401d8f47,art_0dfad6f40c26,Buckethead,The Ballad Of Buckethead
wrk_c2195153b25e,art_0dfad6f40c26,Buckethead,The Shape Versus Buckethead
wrk_67860a8cbbb7,art_0dfad6f40c26,Buckethead,Who Me?
wrk_3d1656b6c848,art_4f4cd19fbe0f,Cacophonic FM,
wrk_3930cc0a1e69,art_4f4cd19fbe0f,Cacophonic FM,After The Smoke Cleared
wrk_38992c0ee9fa,art_4f4cd19fbe0f,Cacophonic FM,C'mon Don't Stop Y'all
wrk_704fccff8e5a,art_4f4cd19fbe0f,Cacophonic FM,F.M. Static
wrk_b06c375f673d,art_4f4cd19fbe0f,Cacophonic FM,Funk History Pt.2
wrk_e6746aa7284f,art_4f4cd19fbe0f,Cacophonic FM,"Gimme, Gimme, Gimme"
wrk_7a601f5e1cac,art_4f4cd19fbe0f,Cacophonic FM,Honey Psychiatry
wrk_ad4f20c9698f,art_4f4cd19fbe0f,Cacophonic FM,I Never Thought That...
wrk_d68aefc9d05d,art_4f4cd19fbe0f,Cacophonic FM,La La Land
wrk_955288ae5cac,art_4f4cd19fbe0f,Cacophonic FM,Make It For You
wrk_7afb70fde143,art_4f4cd19fbe0f,Cacophonic FM,No Sleep Rhapsody
wrk_64faa512102b,art_4f4cd19fbe0f,Cacophonic FM,Puff Slowly
wrk_88c51e93513a,art_4f4cd19fbe0f,Cacophonic FM,Say Yeah (Whoa Yeah)
wrk_264241598f64,art_4f4cd19fbe0f,Cacophonic FM,Schroom
wrk_e5c7a1fca1cd,art_4f4cd19fbe0f,Cacophonic FM,Suicide
wrk_85c87522e484,art_4f4cd19fbe0f,Cacophonic FM,Summer In The City
wrk_18ad3a24abe5,art_4f4cd19fbe0f,Cacophonic FM,The Journey
wrk_ea79485f48ae,art_4f4cd19fbe0f,Cacophonic FM,The Melt Down
wrk_ee30e447ddf3,art_70cbdeb526ba,Childish Gambino,
wrk_69a06c9396ce,art_70cbdeb526ba,Childish Gambino,Riot
wrk_32e04dc15f4a,art_1ca83648b3c2,Chops Horns,
wrk_3992010a2e3a,art_1ca83648b3c2,Chops Horns,Blowout
wrk_2aad39ef6fcc,art_1ca83648b3c2,Chops Horns,Bust It Out
wrk_704fbd7ed8e7,art_1ca83648b3c2,Chops Horns,Chops
wrk_fc605de76f3b,art_1ca83648b3c2,Chops Horns,Does Your Mama Know
wrk_687d0f2fef66,art_1ca83648b3c2,Chops Horns,I Just Feel Like Dancing
wrk_10cff04f1056,art_1ca83648b3c2,Chops Horns,I Know You
wrk_82253cdd936d,art_1ca83648b3c2,Chops Horns,Still Breaking My Heart
wrk_7f920b018c2a,art_1ca83648b3c2,Chops Horns,We're All In The Same Boat
wrk_9c7f9c9c2716,art_1ca83648b3c2,Chops Horns,When The World Is Runnin' Down (You Make The Best Of What's Still Around)
wrk_04e7dadfab96,art_1ca83648b3c2,Chops Horns,Your Red Hot Love
wrk_bb32fce454d0,art_95255f88831f,Cimafunk,
wrk_aadc724b4b9c,art_95255f88831f,Cimafunk,Funk Aspirin
wrk_7f68b35cebd8,art_04f3dad248a9,"Clinton, George",
wrk_db27eada1c69,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,48 Hours to Go
wrk_042e9c5da317,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Buckethead
wrk_c9758ab20cd6,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Elephant Ghost
wrk_0e46ba5188d3,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Hip Shot From the Slab
wrk_e5726f740469,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Ignorance Is Bliss
wrk_79f8879f9fcf,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Jackalope
wrk_98477619ef81,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Junior
wrk_c6b75b72b3bf,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Scott Taylor
wrk_fce7dd4a7fd2,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Thai Noodles
wrk_9c4682b57e86,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,The Big Eyeball in the Sky
wrk_1f194bdf66b7,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,Tyranny of the Hunt
wrk_f3457427e995,art_56c57c846f9b,Dance Gavin Dance,
wrk_17a9de3d94ed,art_56c57c846f9b,Dance Gavin Dance,Space Cow Initiation Ritual
wrk_f7376f2f6ff8,art_34351f9810ae,Danny Bedrosian,
wrk_2a02b314878b,art_34351f9810ae,Danny Bedrosian,Anahid
wrk_addacae387c8,art_34351f9810ae,Danny Bedrosian,Eyes
wrk_6377a9e60675,art_34351f9810ae,Danny Bedrosian,Here Is The Water (Habousi)
wrk_50c9564ed6ca,art_34351f9810ae,Danny Bedrosian,Hurrian Hymn Verse I
wrk_76d162ddd8d2,art_34351f9810ae,Danny Bedrosian,Hurrian Hymn Verse II
wrk_c2abe73c3699,art_34351f9810ae,Danny Bedrosian,Mer Tan Etev
wrk_393642349c5b,art_34351f9810ae,Danny Bedrosian,My Daytime
wrk_82e683ecf519,art_34351f9810ae,Danny Bedrosian,Now I Know
wrk_1c94de4658b3,art_34351f9810ae,Danny Bedrosian,Organ Doner
wrk_a865cf7d6617,art_34351f9810ae,Danny Bedrosian,Puru - Kuzzi
wrk_f36cfb5e0fa7,art_34351f9810ae,Danny Bedrosian,Remote Control
wrk_0806186da487,art_34351f9810ae,Danny Bedrosian,Secret Army
wrk_33f5c38d3163,art_34351f9810ae,Danny Bedrosian,SERI MISTIK
wrk_710506bc57ad,art_34351f9810ae,Danny Bedrosian,Som'n Fierce
wrk_3c12a91e03a2,art_34351f9810ae,Danny Bedrosian,SONGS FOR A BETTER TOMORROW
wrk_ca4b37788ac9,art_34351f9810ae,Danny Bedrosian,Starr Cullars
wrk_f30285c33117,art_34351f9810ae,Danny Bedrosian,Subari
wrk_7505cdf28c57,art_34351f9810ae,Danny Bedrosian,Tondurak
wrk_7837d74c66c6,art_34351f9810ae,Danny Bedrosian,Unknown
wrk_153bd9c75240,art_34351f9810ae,Danny Bedrosian,Vahagn
wrk_d2ae18ce2054,art_34351f9810ae,Danny Bedrosian,You Know I Gotcha
wrk_80cd721add32,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,5 Monsterpeace
wrk_e0a7cb694266,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,As I Slowly
wrk_d0b1d7d3d30c,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Binge
wrk_7234b5aaa8db,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Dog
wrk_b1397e0a1eeb,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Five
wrk_e36b4ed9458f,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Funk Across The Water
wrk_a77bf62a0ebf,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Grass Chamber
wrk_6c69590758fc,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,I Dissolve In You
wrk_5c14085e3147,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Locksmith (Getnel Ev Tesnel)
wrk_6ad68372a5d0,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,LOST FROTH
wrk_cd3e60902f20,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Makes Me Believe
wrk_06b02d2778e3,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,MONSTER PEACE
wrk_b32dce59938e,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Nasterio
wrk_55b344009d6d,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Nasterio (Alternate!)
wrk_32c64aa62f27,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Reaction Time
wrk_46428a994e92,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Reaction Time Live Sleez Greez Keez
wrk_6e341790f455,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Rooster Riot!
wrk_d4eae1a6264c,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Set The T.V. On Fire
wrk_d741647f5787,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Solar Disk
wrk_e3babf9242aa,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Sway Songs
wrk_60957a4e16a3,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Teaction Rhyme
wrk_75793c31a16f,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,The Piatek
wrk_89ffd615b1af,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,The Sleaziest of the Greaze
wrk_223f44037a26,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Too Far Removed
wrk_2471c6ecf246,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Torgom The Giant
wrk_d4a932839999,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Two-Three-Nasty
wrk_9543c40ac489,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,UMIGHTBN22
wrk_2e616020f5f3,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Yerkar Bazhanum
wrk_fe1802a4a0dd,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Garmir Caramel
wrk_e254dc3a477f,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Hydrogen Primate
wrk_9814a419c4b7,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Jelly Bean
wrk_144c60e4c951,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Moon & Sun
wrk_8481dc83fd35,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",My Songbook
wrk_d23d68f05423,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Restless
wrk_a91b33eb8110,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Why You Wanna
wrk_45f00c19fd12,art_1341028331ab,Darrell Banks,
wrk_93b984d805bb,art_1341028331ab,Darrell Banks,Open The Door To Your Heart / Our Love (Is In The Pocket)
wrk_e409bd4cc24d,art_9af5bad1f090,Dave Stewart,
wrk_1fe37ffb63b1,art_9af5bad1f090,Dave Stewart,Chelsea Lovers
wrk_74b9034ed298,art_9af5bad1f090,Dave Stewart,Crazy Sister
wrk_11e5309b96a4,art_9af5bad1f090,Dave Stewart,Damien Save Me
wrk_ef3c01f7315e,art_9af5bad1f090,Dave Stewart,Greetings From The Gutter
wrk_d9ec964a9b63,art_9af5bad1f090,Dave Stewart,Heart Of Stone
wrk_8372c3d007fc,art_9af5bad1f090,Dave Stewart,Jealousy
wrk_c35a251acf1b,art_9af5bad1f090,Dave Stewart,Kinky Sweetheart
wrk_ec40a78d9978,art_9af5bad1f090,Dave Stewart,"Oh No, Not You Again"
wrk_751b8b0b1c66,art_9af5bad1f090,Dave Stewart,St. Valentine's Day
wrk_af252832f035,art_9af5bad1f090,Dave Stewart,Tragedy Street
wrk_8805100ad76e,art_9af5bad1f090,Dave Stewart,You Talk A Lot
wrk_6f89346459aa,art_d9f5ddf49e3f,Dawn Silva,
wrk_1f3946848566,art_d9f5ddf49e3f,Dawn Silva,All My Funky Friends
wrk_f88133808755,art_d9f5ddf49e3f,Dawn Silva,As Long As It's On The One (Intro)
wrk_6cd2991d8d7f,art_d9f5ddf49e3f,Dawn Silva,Break Me Off
wrk_e7597651366d,art_d9f5ddf49e3f,Dawn Silva,Calling Out Your Name
wrk_9b0977556ca3,art_d9f5ddf49e3f,Dawn Silva,Close To You
wrk_f5cefa48cc3a,art_d9f5ddf49e3f,Dawn Silva,Disco To Go
wrk_b8b045bc9b61,art_d9f5ddf49e3f,Dawn Silva,Do You Remember Them
wrk_378cd3d76bd2,art_d9f5ddf49e3f,Dawn Silva,I'd Rather Be With You
wrk_1238537ee611,art_d9f5ddf49e3f,Dawn Silva,On The One (Outro)
wrk_e5afcccbebd3,art_d9f5ddf49e3f,Dawn Silva,Red Light District
wrk_2b6543f8e507,art_d9f5ddf49e3f,Dawn Silva,Shake It Down
wrk_ae5f9c8e1a6c,art_d9f5ddf49e3f,Dawn Silva,Whole Lotta Game
wrk_e998b56e7b67,art_dbe8fea084c7,Destroy Rebuild Until God Shows,
wrk_c91b94c40c84,art_b3c7ac1f4c4c,Drake,
wrk_5661b6f434ff,art_b3c7ac1f4c4c,Drake,All the Parties
wrk_915a8a5d9883,art_7b34cb1928c1,Drugs,Alabama
wrk_904017265acd,art_7b34cb1928c1,Drugs,Brain on Drugs
wrk_0600c4fc764b,art_7b34cb1928c1,Drugs,Breathe
wrk_4007d0d2ebc5,art_7b34cb1928c1,Drugs,Cold Hearted World
wrk_56f685219a14,art_7b34cb1928c1,Drugs,Daddy's Got a Secret
wrk_9ac7a5fd1de2,art_7b34cb1928c1,Drugs,Deep Down in the Dumps
wrk_90eadcebf08f,art_7b34cb1928c1,Drugs,Freedom Came
wrk_6f95d51d026f,art_7b34cb1928c1,Drugs,Grace
wrk_b47dd0df8357,art_7b34cb1928c1,Drugs,I Wonder If
wrk_58a965532cf7,art_7b34cb1928c1,Drugs,Jealousy
wrk_37fdcbe576bc,art_7b34cb1928c1,Drugs,Keeps You Runnin'
wrk_afc59eeec0b8,art_7b34cb1928c1,Drugs,Lethal Lew Speaks Out
wrk_33f98145637f,art_7b34cb1928c1,Drugs,Mis-America
wrk_16de08d41153,art_7b34cb1928c1,Drugs,Never Ever
wrk_583f2622fd8d,art_7b34cb1928c1,Drugs,Sanitation Engineer
wrk_05bf68d3094d,art_7b34cb1928c1,Drugs,Strangest Life
wrk_6d105610fe2b,art_7b34cb1928c1,Drugs,Strung Out
wrk_c5c4c9382cce,art_7b34cb1928c1,Drugs,The Prescription For Mis-America
wrk_e9f4aa9ade00,art_575173cc4229,Eddie Hazel,
wrk_0cda86a3fd57,art_575173cc4229,Eddie Hazel,At Home (With Family)
wrk_d4532ba55dc3,art_575173cc4229,Eddie Hazel,California Dreamin'
wrk_2d062d38cb9e,art_575173cc4229,Eddie Hazel,California Dreamin' (Reprise)
wrk_b14cdbc0e716,art_575173cc4229,Eddie Hazel,California Dreaming
wrk_0dbbeacd85ac,art_575173cc4229,Eddie Hazel,Eddie's Jam
wrk_8af2f2a8acb0,art_575173cc4229,Eddie Hazel,Frantic Moment
wrk_d8976681218b,art_575173cc4229,Eddie Hazel,From The Bottom Of My Heart
wrk_4b05a1584d85,art_575173cc4229,Eddie Hazel,Game Dames and Guitar Thangs
wrk_d8bca4e38d05,art_575173cc4229,Eddie Hazel,Handy-Man
wrk_79493da83490,art_575173cc4229,Eddie Hazel,Home
wrk_4b368a2a2720,art_575173cc4229,Eddie Hazel,I See You
wrk_7328273ada56,art_575173cc4229,Eddie Hazel,I Want You (She's So Heavy)
wrk_03d3be73e2ae,art_575173cc4229,Eddie Hazel,Jams From The Heart
wrk_bc8c60de0d46,art_575173cc4229,Eddie Hazel,Lompoc Boogie
wrk_b628de95701b,art_575173cc4229,Eddie Hazel,Outro-Eddie With Family
wrk_eb42e582400b,art_575173cc4229,Eddie Hazel,Paradise
wrk_8c339ee21a7f,art_575173cc4229,Eddie Hazel,Physical Love
wrk_e955bb45b5b1,art_575173cc4229,Eddie Hazel,Smedley Smorganoff
wrk_d42f5bb301ed,art_575173cc4229,Eddie Hazel,So Goes The Story
wrk_9399ad72c41f,art_575173cc4229,Eddie Hazel,Turn Me Loose
wrk_63080a7ac5bb,art_575173cc4229,Eddie Hazel,Unkut Funk
wrk_7801a69c4580,art_575173cc4229,Eddie Hazel,What About It?
wrk_0d886ced0718,art_575173cc4229,Eddie Hazel,Who Said Love is Fair
wrk_f2d6f1e1addc,art_575173cc4229,Eddie Hazel,You Had It All
